team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing ,department_sweing,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,month,day_of_week
10,0.75,19.31,610.0,6480,56.0,0.0,0,0,54.0,0.787299691,False,False,False,False,False,True,True,False,False,False,False,1,5
2,0.8,4.15,1039.0,960,0.0,0.0,0,0,8.0,0.782447917,False,False,False,False,True,False,True,False,False,False,False,1,5
2,0.75,19.87,944.0,6600,45.0,0.0,0,0,55.0,0.75024303,False,False,False,False,False,True,True,False,False,False,False,1,5
10,0.7,4.15,1039.0,960,0.0,0.0,0,0,8.0,0.7018125,False,False,False,False,True,False,True,False,False,False,False,1,5
4,0.7,23.69,544.0,13800,0.0,0.0,0,0,60.0,0.700134038,False,False,False,False,False,True,True,False,False,False,False,1,5
9,0.7,28.08,1072.0,6900,40.0,0.0,0,0,57.5,0.699965217,False,False,False,False,False,True,True,False,False,False,False,1,5
8,0.8,2.9,1039.0,960,0.0,0.0,0,0,8.0,0.628333333,False,False,False,False,True,False,True,False,False,False,False,1,5
7,0.8,3.94,1039.0,960,0.0,0.0,0,0,8.0,0.6253125,False,False,False,False,True,False,True,False,False,False,False,1,5
3,0.75,4.15,1039.0,1560,0.0,0.0,0,0,8.0,0.991388889,False,False,False,False,True,False,False,True,False,False,False,1,6
9,0.8,3.94,1039.0,960,0.0,0.0,0,0,8.0,0.931645833,False,False,False,False,True,False,False,True,False,False,False,1,6
1,0.8,3.94,1039.0,960,0.0,0.0,0,0,8.0,0.915229167,False,False,False,False,True,False,False,True,False,False,False,1,6
6,0.8,11.61,539.0,6975,50.0,0.0,0,0,31.0,0.879714482,False,False,False,False,False,True,False,True,False,False,False,1,6
4,0.8,3.94,1039.0,6600,0.0,0.0,0,0,20.0,0.861679012,False,False,False,False,True,False,False,True,False,False,False,1,6
9,0.8,26.16,1278.0,7080,60.0,0.0,0,0,59.0,0.850569492,False,False,False,False,False,True,False,True,False,False,False,1,6
7,0.8,25.9,1227.0,7020,60.0,0.0,0,0,56.5,0.850436438,False,False,False,False,False,True,False,True,False,False,False,1,6
8,0.8,25.9,1039.0,6780,45.0,0.0,0,0,56.5,0.850345133,False,False,False,False,False,True,False,True,False,False,False,1,6
4,0.8,28.08,878.0,4260,50.0,0.0,0,0,55.5,0.800598058,False,False,False,False,False,True,False,True,False,False,False,1,6
1,0.8,26.16,1033.0,7080,63.0,0.0,0,0,59.0,0.800318644,False,False,False,False,False,True,False,True,False,False,False,1,6
2,0.8,28.08,782.0,6660,50.0,0.0,0,0,55.5,0.800237838,False,False,False,False,False,True,False,True,False,False,False,1,6
12,0.8,11.61,1216.0,6975,50.0,0.0,0,0,31.0,0.800030199,False,False,False,False,False,True,False,True,False,False,False,1,6
2,0.8,3.94,1039.0,960,0.0,0.0,0,0,8.0,0.792104167,False,False,False,False,True,False,False,True,False,False,False,1,6
10,0.7,3.94,1039.0,4320,0.0,0.0,0,0,18.0,0.759228395,False,False,False,False,True,False,False,True,False,False,False,1,6
11,0.75,19.31,513.0,6480,45.0,0.0,0,0,54.0,0.750348457,False,False,False,False,False,True,False,True,False,False,False,1,6
3,0.75,19.87,734.0,6600,45.0,0.0,0,0,55.0,0.75024303,False,False,False,False,False,True,False,True,False,False,False,1,6
10,0.7,28.08,1202.0,6900,40.0,0.0,0,0,57.5,0.699965217,False,False,False,False,False,True,False,True,False,False,False,1,6
8,0.8,2.9,1039.0,960,0.0,0.0,0,0,8.0,0.682708333,False,False,False,False,True,False,False,True,False,False,False,1,6
7,0.8,2.9,1039.0,960,0.0,0.0,0,0,8.0,0.667604167,False,False,False,False,True,False,False,True,False,False,False,1,6
5,0.7,45.67,884.0,6960,26.0,0.0,0,0,58.0,0.603432184,False,False,False,False,False,True,False,True,False,False,False,1,6
11,0.75,4.15,1039.0,960,0.0,0.0,0,0,8.0,0.35038907,False,False,False,False,True,False,False,True,False,False,False,1,6
1,0.8,3.94,1039.0,1920,0.0,0.0,0,0,8.0,0.961059028,False,False,False,False,True,False,False,False,False,False,False,1,0
11,0.8,3.94,1039.0,2400,0.0,0.0,0,0,10.0,0.939513889,False,False,False,False,True,False,False,False,False,False,False,1,0
4,0.8,3.94,1039.0,3840,0.0,0.0,0,0,16.0,0.893663194,False,False,False,False,True,False,False,False,False,False,False,1,0
3,0.75,4.15,1039.0,1920,0.0,0.0,0,0,8.0,0.875390625,False,False,False,False,True,False,False,False,False,False,False,1,0
9,0.8,26.16,1227.0,7080,75.0,0.0,0,0,59.0,0.850569492,False,False,False,False,False,True,False,False,False,False,False,1,0
9,0.8,2.9,1039.0,1920,0.0,0.0,0,0,8.0,0.820833333,False,False,False,False,True,False,False,False,False,False,False,1,0
2,0.8,3.94,1039.0,960,0.0,0.0,0,0,8.0,0.804416667,False,False,False,False,True,False,False,False,False,False,False,1,0
7,0.8,25.9,1255.0,6780,50.0,0.0,0,0,56.5,0.800684366,False,False,False,False,False,True,False,False,False,False,False,1,0
8,0.8,25.9,1047.0,6780,38.0,0.0,0,0,56.5,0.800684366,False,False,False,False,False,True,False,False,False,False,False,1,0
1,0.8,26.16,1138.0,7080,63.0,0.0,0,0,59.0,0.800318644,False,False,False,False,False,True,False,False,False,False,False,1,0
11,0.8,19.31,678.0,4800,50.0,0.0,0,0,55.0,0.800250962,False,False,False,False,False,True,False,False,False,False,False,1,0
6,0.8,11.61,712.0,7200,50.0,0.0,0,0,32.0,0.800246011,False,False,False,False,False,True,False,False,False,False,False,1,0
12,0.8,11.61,1037.0,7200,50.0,0.0,0,0,32.0,0.800246011,False,False,False,False,False,True,False,False,False,False,False,1,0
2,0.8,28.08,757.0,6900,50.0,0.0,0,0,57.5,0.800076522,False,False,False,False,False,True,False,False,False,False,False,1,0
4,0.8,28.08,759.0,6900,50.0,0.0,0,0,57.5,0.800076522,False,False,False,False,False,True,False,False,False,False,False,1,0
10,0.75,2.9,1039.0,960,0.0,0.0,0,0,8.0,0.763375,False,False,False,False,True,False,False,False,False,False,False,1,0
5,0.6,2.9,1039.0,960,0.0,0.0,0,0,8.0,0.759270833,False,False,False,False,True,False,False,False,False,False,False,1,0
10,0.75,28.08,1083.0,7020,45.0,0.0,0,0,58.5,0.7504,False,False,False,False,False,True,False,False,False,False,False,1,0
3,0.75,19.87,944.0,6600,45.0,0.0,0,0,55.0,0.75024303,False,False,False,False,False,True,False,False,False,False,False,1,0
7,0.8,3.94,1039.0,960,0.0,0.0,0,0,8.0,0.676666667,False,False,False,False,True,False,False,False,False,False,False,1,0
8,0.8,2.9,1039.0,960,0.0,0.0,0,0,8.0,0.664583333,False,False,False,False,True,False,False,False,False,False,False,1,0
5,0.6,21.98,666.0,6960,23.0,0.0,0,0,58.0,0.600028736,False,False,False,False,False,True,False,False,False,False,False,1,0
4,0.8,3.94,1039.0,4440,0.0,0.0,0,0,18.0,0.966781346,False,False,False,False,True,False,False,False,False,True,False,1,1
1,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.936496212,False,False,False,False,True,False,False,False,False,True,False,1,1
3,0.75,4.15,1039.0,1800,0.0,0.0,0,0,10.0,0.899166667,False,False,False,False,True,False,False,False,False,True,False,1,1
11,0.8,4.15,1039.0,2700,0.0,0.0,0,0,15.0,0.888686869,False,False,False,False,True,False,False,False,False,True,False,1,1
9,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.858143939,False,False,False,False,True,False,False,False,False,True,False,1,1
1,0.8,26.16,1187.0,10620,75.0,0.0,0,0,59.0,0.850502311,False,False,False,False,False,True,False,False,False,True,False,1,1
9,0.8,26.16,1305.0,10620,75.0,0.0,0,0,59.0,0.850502311,False,False,False,False,False,True,False,False,False,True,False,1,1
10,0.75,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.809640152,False,False,False,False,True,False,False,False,False,True,False,1,1
2,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.805909091,False,False,False,False,True,False,False,False,False,True,False,1,1
2,0.8,28.08,716.0,10350,50.0,0.0,0,0,57.5,0.800594466,False,False,False,False,False,True,False,False,False,True,False,1,1
4,0.8,28.08,925.0,10350,50.0,0.0,0,0,57.5,0.800594466,False,False,False,False,False,True,False,False,False,True,False,1,1
3,0.8,19.87,963.0,9900,50.0,0.0,0,0,55.0,0.800273829,False,False,False,False,False,True,False,False,False,True,False,1,1
12,0.8,11.61,1101.0,5310,50.0,0.0,0,0,31.5,0.800140969,False,False,False,False,False,True,False,False,False,True,False,1,1
7,0.8,25.9,1035.0,10170,38.0,0.0,0,0,56.5,0.800128721,False,False,False,False,False,True,False,False,False,True,False,1,1
8,0.8,25.9,1083.0,10170,38.0,0.0,0,0,56.5,0.800128721,False,False,False,False,False,True,False,False,False,True,False,1,1
6,0.8,11.61,910.0,4470,38.0,0.0,0,0,31.5,0.80007657,False,False,False,False,False,True,False,False,False,True,False,1,1
10,0.75,28.08,1209.0,10530,45.0,0.0,0,0,58.5,0.750545455,False,False,False,False,False,True,False,False,False,True,False,1,1
11,0.75,19.31,590.0,9900,45.0,0.0,0,0,55.0,0.750057851,False,False,False,False,False,True,False,False,False,True,False,1,1
8,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.681060606,False,False,False,False,True,False,False,False,False,True,False,1,1
5,0.65,21.98,808.0,10440,35.0,0.0,0,0,58.0,0.649983281,False,False,False,False,False,True,False,False,False,True,False,1,1
7,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.61625,False,False,False,False,True,False,False,False,False,True,False,1,1
1,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.951420455,False,False,False,False,True,False,False,False,False,False,True,1,2
9,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.880530303,False,False,False,False,True,False,False,False,False,False,True,1,2
1,0.8,26.16,1179.0,10620,75.0,0.0,0,0,59.0,0.850502311,False,False,False,False,False,True,False,False,False,False,True,1,2
9,0.8,26.16,1324.0,10620,75.0,0.0,0,0,59.0,0.850502311,False,False,False,False,False,True,False,False,False,False,True,1,2
8,0.8,25.9,1135.0,10170,60.0,0.0,0,0,56.5,0.850136766,False,False,False,False,False,True,False,False,False,False,True,1,2
3,0.75,4.15,1039.0,2700,0.0,0.0,0,0,15.0,0.83,False,False,False,False,True,False,False,False,False,False,True,1,2
4,0.8,3.94,1039.0,4440,0.0,0.0,0,0,18.0,0.827186544,False,False,False,False,True,False,False,False,False,False,True,1,2
2,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.813371212,False,False,False,False,True,False,False,False,False,False,True,1,2
10,0.75,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.805909091,False,False,False,False,True,False,False,False,False,False,True,1,2
7,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.804640152,False,False,False,False,True,False,False,False,False,False,True,1,2
2,0.8,28.08,776.0,10350,63.0,0.0,0,0,57.5,0.800594466,False,False,False,False,False,True,False,False,False,False,True,1,2
4,0.8,28.08,990.0,10350,50.0,0.0,0,0,57.5,0.800594466,False,False,False,False,False,True,False,False,False,False,True,1,2
6,0.8,11.41,986.0,5490,50.0,0.0,0,0,30.5,0.800343766,False,False,False,False,False,True,False,False,False,False,True,1,2
3,0.8,19.87,924.0,9900,50.0,0.0,0,0,55.0,0.800273829,False,False,False,False,False,True,False,False,False,False,True,1,2
12,0.8,11.61,1120.0,5670,50.0,0.0,0,0,31.5,0.800246753,False,False,False,False,False,True,False,False,False,False,True,1,2
7,0.8,25.9,1066.0,10170,50.0,0.0,0,0,56.5,0.800128721,False,False,False,False,False,True,False,False,False,False,True,1,2
10,0.75,28.08,1144.0,10530,69.0,0.0,0,0,58.5,0.8,False,False,False,False,False,True,False,False,False,False,True,1,2
5,0.7,21.98,413.0,9720,40.0,0.0,0,0,58.0,0.700480831,False,False,False,False,False,True,False,False,False,False,True,1,2
8,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.681060606,False,False,False,False,True,False,False,False,False,False,True,1,2
6,0.8,2.9,1039.0,1800,0.0,0.0,0,0,10.0,0.666515152,False,False,False,False,True,False,False,False,False,False,True,1,2
11,0.8,31.83,568.0,9900,40.0,0.0,0,0,55.0,0.412119835,False,False,False,False,False,True,False,False,False,False,True,1,2
5,0.7,4.15,1039.0,1440,0.0,0.0,0,0,8.0,0.35038907,False,False,False,False,True,False,False,False,False,False,True,1,2
1,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.947689394,True,False,False,False,True,False,False,False,True,False,False,1,3
4,0.8,3.94,1039.0,12600,0.0,0.0,0,0,20.0,0.919905405,True,False,False,False,True,False,False,False,True,False,False,1,3
9,0.8,26.16,1216.0,10620,88.0,0.0,0,0,59.0,0.900215716,True,False,False,False,False,True,False,False,True,False,False,1,3
9,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.891723485,True,False,False,False,True,False,False,False,True,False,False,1,3
1,0.8,26.16,1189.0,10620,75.0,0.0,0,0,59.0,0.850502311,True,False,False,False,False,True,False,False,True,False,False,1,3
4,0.8,28.08,942.0,10530,75.0,0.0,0,0,58.5,0.850181818,True,False,False,False,False,True,False,False,True,False,False,1,3
7,0.8,25.9,1050.0,10170,60.0,0.0,0,0,56.5,0.850136766,True,False,False,False,False,True,False,False,True,False,False,1,3
8,0.8,25.9,1026.0,10170,60.0,0.0,0,0,56.5,0.850136766,True,False,False,False,False,True,False,False,True,False,False,1,3
2,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.835757576,True,False,False,False,True,False,False,False,True,False,False,1,3
5,0.7,4.15,1039.0,3840,0.0,0.0,0,0,8.0,0.821354167,True,False,False,False,True,False,False,False,True,False,False,1,3
2,0.8,28.08,783.0,10050,63.0,0.0,0,0,58.5,0.800497246,True,False,False,False,False,True,False,False,True,False,False,1,3
3,0.8,19.87,857.0,9900,50.0,0.0,0,0,55.0,0.800273829,True,False,False,False,False,True,False,False,True,False,False,1,3
12,0.8,11.61,548.0,15120,63.0,0.0,0,0,31.5,0.800107143,True,False,False,False,False,True,False,False,True,False,False,1,3
6,0.8,11.41,411.0,14640,50.0,0.0,0,0,30.5,0.800024932,True,False,False,False,False,True,False,False,True,False,False,1,3
10,0.75,28.08,1066.0,10530,69.0,0.0,0,0,58.5,0.8,True,False,False,False,False,True,False,False,True,False,False,1,3
10,0.75,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.779791667,True,False,False,False,True,False,False,False,True,False,False,1,3
8,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.735984848,True,False,False,False,True,False,False,False,True,False,False,1,3
3,0.75,4.15,1039.0,2160,0.0,0.0,0,0,12.0,0.712626263,True,False,False,False,True,False,False,False,True,False,False,1,3
7,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.681060606,True,False,False,False,True,False,False,False,True,False,False,1,3
11,0.8,4.15,1039.0,900,0.0,0.0,0,0,5.0,0.515606061,True,False,False,False,True,False,False,False,True,False,False,1,3
11,0.35,12.52,287.0,25920,38.0,0.0,0,0,54.0,0.35038907,True,False,False,False,False,True,False,False,True,False,False,1,3
5,0.7,42.41,724.0,10260,0.0,0.0,0,0,57.0,0.35038907,True,False,False,False,False,True,False,False,True,False,False,1,3
1,0.8,3.94,1039.0,2160,0.0,0.0,0,0,8.0,0.985,True,False,False,False,True,False,True,False,False,False,False,1,5
3,0.75,4.15,1039.0,2760,0.0,0.0,0,0,12.0,0.930340376,True,False,False,False,True,False,True,False,False,False,False,1,5
4,0.8,3.94,1039.0,6000,0.0,0.0,0,0,20.0,0.911589744,True,False,False,False,True,False,True,False,False,False,False,1,5
9,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.858143939,True,False,False,False,True,False,True,False,False,False,False,1,5
9,0.8,26.16,1122.0,10620,75.0,0.0,0,0,59.0,0.851174114,True,False,False,False,False,True,True,False,False,False,False,1,5
7,0.8,25.9,970.0,10170,60.0,0.0,0,0,56.5,0.850136766,True,False,False,False,False,True,True,False,False,False,False,1,5
8,0.8,25.9,1158.0,10170,60.0,0.0,0,0,56.5,0.850136766,True,False,False,False,False,True,True,False,False,False,False,1,5
10,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.846950758,True,False,False,False,True,False,True,False,False,False,False,1,5
11,0.8,4.15,1039.0,1440,0.0,0.0,0,0,8.0,0.817424242,True,False,False,False,True,False,True,False,False,False,False,1,5
2,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.817102273,True,False,False,False,True,False,True,False,False,False,False,1,5
4,0.8,28.08,660.0,10440,63.0,0.0,0,0,58.0,0.801028213,True,False,False,False,False,True,True,False,False,False,False,1,5
2,0.8,28.08,749.0,10350,63.0,0.0,0,0,57.5,0.800594466,True,False,False,False,False,True,True,False,False,False,False,1,5
12,0.8,11.61,893.0,4710,50.0,0.0,0,0,31.5,0.800346445,True,False,False,False,False,True,True,False,False,False,False,1,5
6,0.8,11.41,887.0,5490,50.0,0.0,0,0,30.5,0.800343766,True,False,False,False,False,True,True,False,False,False,False,1,5
1,0.8,26.16,1335.0,10620,63.0,0.0,0,0,59.0,0.800117103,True,False,False,False,False,True,True,False,False,False,False,1,5
10,0.8,28.08,1082.0,10530,63.0,0.0,0,0,58.5,0.8,True,False,False,False,False,True,True,False,False,False,False,1,5
3,0.75,19.87,1075.0,7080,45.0,0.0,0,0,56.0,0.750098351,True,False,False,False,False,True,True,False,False,False,False,1,5
11,0.5,12.52,749.0,9540,38.0,0.0,0,0,53.0,0.673245283,True,False,False,False,False,True,True,False,False,False,False,1,5
7,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.670075758,True,False,False,False,True,False,True,False,False,False,False,1,5
8,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.628882576,True,False,False,False,True,False,True,False,False,False,False,1,5
5,0.5,20.79,966.0,7680,0.0,0.0,0,0,56.0,0.388007813,True,False,False,False,False,True,True,False,False,False,False,1,5
5,0.5,4.15,1039.0,1440,0.0,0.0,0,0,8.0,0.35038907,True,False,False,False,True,False,True,False,False,False,False,1,5
3,0.75,4.15,1039.0,1440,0.0,0.0,0,0,8.0,0.93532197,True,False,False,False,True,False,False,True,False,False,False,1,6
4,0.8,3.94,1039.0,3600,0.0,0.0,0,0,20.0,0.925643939,True,False,False,False,True,False,False,True,False,False,False,1,6
9,0.8,26.16,1095.0,10620,88.0,0.0,0,0,59.0,0.900215716,True,False,False,False,False,True,False,True,False,False,False,1,6
1,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.873068182,True,False,False,False,True,False,False,True,False,False,False,1,6
9,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.858143939,True,False,False,False,True,False,False,True,False,False,False,1,6
1,0.8,26.16,1383.0,10620,75.0,0.0,0,0,59.0,0.850502311,True,False,False,False,False,True,False,True,False,False,False,1,6
7,0.8,25.9,1012.0,10170,45.0,0.0,0,0,56.5,0.850136766,True,False,False,False,False,True,False,True,False,False,False,1,6
8,0.8,25.9,1209.0,10170,60.0,0.0,0,0,56.5,0.850136766,True,False,False,False,False,True,False,True,False,False,False,1,6
10,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.828295455,True,False,False,False,True,False,False,True,False,False,False,1,6
2,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.820833333,True,False,False,False,True,False,False,True,False,False,False,1,6
6,0.8,11.41,887.0,5490,50.0,0.0,0,0,30.5,0.800343766,True,False,False,False,False,True,False,True,False,False,False,1,6
12,0.8,11.61,896.0,5670,50.0,0.0,0,0,31.5,0.800246753,True,False,False,False,False,True,False,True,False,False,False,1,6
2,0.8,28.08,805.0,10530,63.0,0.0,0,0,58.5,0.8,True,False,False,False,False,True,False,True,False,False,False,1,6
10,0.8,28.08,762.0,10530,38.0,0.0,0,0,58.5,0.8,True,False,False,False,False,True,False,True,False,False,False,1,6
3,0.8,19.87,1043.0,6420,0.0,0.0,0,0,55.0,0.690182815,True,False,False,False,False,True,False,True,False,False,False,1,6
11,0.8,4.15,1039.0,1440,0.0,0.0,0,0,8.0,0.668087121,True,False,False,False,True,False,False,True,False,False,False,1,6
8,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.653598485,True,False,False,False,True,False,False,True,False,False,False,1,6
5,0.5,4.15,1039.0,1440,0.0,0.0,0,0,8.0,0.609138258,True,False,False,False,True,False,False,True,False,False,False,1,6
11,0.6,12.52,831.0,9540,30.0,0.0,0,0,53.0,0.600229846,True,False,False,False,False,True,False,True,False,False,False,1,6
6,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.597348485,True,False,False,False,True,False,False,True,False,False,False,1,6
7,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.590435606,True,False,False,False,True,False,False,True,False,False,False,1,6
4,0.8,50.48,562.0,10440,0.0,0.0,0,0,58.0,0.473134796,True,False,False,False,False,True,False,True,False,False,False,1,6
5,0.6,20.79,1208.0,7980,0.0,0.0,0,0,57.0,0.452979626,True,False,False,False,False,True,False,True,False,False,False,1,6
1,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.955151515,True,False,False,False,True,False,False,False,False,False,False,1,0
4,0.35,4.3,1039.0,3240,0.0,0.0,0,0,18.0,0.942213805,True,False,False,False,True,False,False,False,False,False,False,1,0
3,0.8,4.15,1039.0,1800,0.0,0.0,0,0,10.0,0.905454545,True,False,False,False,True,False,False,False,False,False,False,1,0
2,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.880530303,True,False,False,False,True,False,False,False,False,False,False,1,0
9,0.8,3.94,1039.0,1440,0.0,0.0,0,0,8.0,0.858143939,True,False,False,False,True,False,False,False,False,False,False,1,0
1,0.8,26.16,1099.0,8220,75.0,0.0,0,0,59.0,0.850522167,True,False,False,False,False,True,False,False,False,False,False,1,0
9,0.8,26.16,1093.0,10620,75.0,0.0,0,0,59.0,0.850502311,True,False,False,False,False,True,False,False,False,False,False,1,0
7,0.8,25.9,1031.0,10170,60.0,0.0,0,0,56.5,0.850136766,True,False,False,False,False,True,False,False,False,False,False,1,0
8,0.8,25.9,1233.0,10170,60.0,0.0,0,0,56.5,0.850136766,True,False,False,False,False,True,False,False,False,False,False,1,0
6,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.817424242,True,False,False,False,True,False,False,False,False,False,False,1,0
5,0.65,4.15,1039.0,1440,0.0,0.0,0,0,8.0,0.809564394,True,False,False,False,True,False,False,False,False,False,False,1,0
3,0.8,19.87,941.0,9900,0.0,0.0,0,0,55.0,0.800273829,True,False,False,False,False,True,False,False,False,False,False,1,0
6,0.8,11.41,843.0,5670,50.0,0.0,0,0,31.5,0.800181818,True,False,False,False,False,True,False,False,False,False,False,1,0
12,0.8,11.61,760.0,4470,50.0,0.0,0,0,31.5,0.80007657,True,False,False,False,False,True,False,False,False,False,False,1,0
2,0.8,28.08,737.0,10530,63.0,0.0,0,0,58.5,0.8,True,False,False,False,False,True,False,False,False,False,False,1,0
8,0.8,2.9,1039.0,1440,0.0,0.0,0,0,8.0,0.725,True,False,False,False,True,False,False,False,False,False,False,1,0
